NAME,# MENTIONS / 100K WORDS,GENDER
Reese,5319.115472932591,M
Donovan,2415.77805039162,M
Viv,1113.5226951023874,M
Rhonda,519.0148155138247,F
Terri,327.1366109905319,F
Mr. Hamilton,122.67622912144947,F
Maddie,72.34751973829071,F
Tamra,56.6197980560536,F
Ricky,34.60098770092164,M
Sheila,18.873266018684532,F
Tobin,12.582177345789688,M
Spencer Rook,12.582177345789688,?
Masterson House,9.436633009342266,?
JMS Books LLC,6.291088672894844,?
