NAME 1,NAME 2,% POS,% NEG,% NEUTRAL,POS:NEG,VERBS
Aar,Valerie,2.717391304347826,3.260869565217391,41.84782608695652,0.8333333333333334,have set disappear
Aar,Valerie,2.717391304347826,3.260869565217391,41.84782608695652,0.8333333333333334,have set disappear
Valerie,Mogadiscio,4.166666666666666,3.75,55.41666666666667,1.1111111111111112,make be live
Valerie,Aar,1.0714285714285714,1.0714285714285714,49.28571428571429,1.0,ensue back begin push shove look lose
Valerie,Aar,2.9605263157894735,3.618421052631579,48.68421052631579,0.8181818181818182,attend do take recognize wonder come do bother e-mail phone alert
Valerie,Bella,2.9605263157894735,3.618421052631579,48.68421052631579,0.8181818181818182,attend do take recognize wonder come do bother e-mail phone alert
Valerie,Aar,2.9605263157894735,3.618421052631579,48.68421052631579,0.8181818181818182,attend do take recognize wonder come do bother e-mail phone alert
Valerie,Bella,2.9605263157894735,3.618421052631579,48.68421052631579,0.8181818181818182,attend do take recognize wonder come do bother e-mail phone alert
Aar,Bella,2.9605263157894735,3.618421052631579,48.68421052631579,0.8181818181818182,attend do take recognize wonder come do bother e-mail phone alert
Bella,Aar,2.5735294117647056,1.4705882352941175,51.83823529411765,1.75,watch approach adjust widen know encounter
Bella,Aar,2.5735294117647056,1.4705882352941175,51.83823529411765,1.75,watch approach adjust widen know encounter
Bella,Aar,2.5735294117647056,1.4705882352941175,51.83823529411765,1.75,watch approach adjust widen know encounter
Bella,Aar,2.5735294117647056,1.4705882352941175,51.83823529411765,1.75,watch approach adjust widen know encounter
Bella,Aar,2.5735294117647056,1.4705882352941175,51.83823529411765,1.75,watch approach adjust widen know encounter
Bella,Aar,2.5735294117647056,1.4705882352941175,51.83823529411765,1.75,watch approach adjust widen know encounter
Bella,Valerie,2.734375,2.34375,35.546875,1.1666666666666667,discomfit be hate be have take have prepare
Bella,Valerie,2.734375,2.34375,35.546875,1.1666666666666667,discomfit be hate be have take have prepare
Bella,Valerie,2.734375,2.34375,35.546875,1.1666666666666667,discomfit be hate be have take have prepare
Bella,Valerie,2.734375,2.34375,35.546875,1.1666666666666667,discomfit be hate be have take have prepare
Valerie,Bella,3.4482758620689653,3.4482758620689653,34.48275862068966,1.0,fix begin make
Valerie,Bella,3.4482758620689653,3.4482758620689653,34.48275862068966,1.0,fix begin make
Bella,Aar,1.5625,0.0,48.4375,INF,shake wait even
Aar,Bella,1.5625,0.0,48.4375,INF,shake wait even
Aar,Mogadiscio,2.989130434782609,0.2717391304347826,61.95652173913043,11.0,have be second charge facilitate move collapse
Aar,UN,2.989130434782609,0.2717391304347826,61.95652173913043,11.0,have be second charge facilitate move collapse
Aar,UN,2.989130434782609,0.2717391304347826,61.95652173913043,11.0,have be second charge facilitate move collapse
Aar,Mogadiscio,2.989130434782609,0.2717391304347826,61.95652173913043,11.0,have be second charge facilitate move collapse
Mogadiscio,UN,2.989130434782609,0.2717391304347826,61.95652173913043,11.0,have be second charge facilitate move collapse
Mogadiscio,UN,2.989130434782609,0.2717391304347826,61.95652173913043,11.0,have be second charge facilitate move collapse
UN,Mogadiscio,2.989130434782609,0.2717391304347826,61.95652173913043,11.0,have be second charge facilitate move collapse
UN,Mogadiscio,2.989130434782609,0.2717391304347826,61.95652173913043,11.0,have be second charge facilitate move collapse
Aar,Somali,4.0625,0.9375,67.5,4.333333333333333,be have board feel do
Aar,Somali,4.0625,0.9375,67.5,4.333333333333333,be have board feel do
Aar,Somali,4.0625,0.9375,67.5,4.333333333333333,be have board feel do
Aar,Somali,4.0625,0.9375,67.5,4.333333333333333,be have board feel do
Aar,Mogadiscio,4.0625,0.9375,67.5,4.333333333333333,be have board feel do
Somali,Mogadiscio,4.0625,0.9375,67.5,4.333333333333333,be have board feel do
Somali,Mogadiscio,4.0625,0.9375,67.5,4.333333333333333,be have board feel do
Somali,Mogadiscio,4.0625,0.9375,67.5,4.333333333333333,be have board feel do
Somali,Mogadiscio,4.0625,0.9375,67.5,4.333333333333333,be have board feel do
Aar,Somali,0.18115942028985507,1.0869565217391304,71.19565217391305,0.16666666666666666,live sublet become rent build serve lead face
Aar,Somali,0.18115942028985507,1.0869565217391304,71.19565217391305,0.16666666666666666,live sublet become rent build serve lead face
Aar,Somali,2.0,0.0,54.0,INF,ask intercede facilitate
UN,Somali,2.857142857142857,0.7142857142857143,59.285714285714285,4.0,be be carry kill
UN,Shabaab,2.857142857142857,0.7142857142857143,59.285714285714285,4.0,be be carry kill
Somali,Shabaab,2.857142857142857,0.7142857142857143,59.285714285714285,4.0,be be carry kill
Aar,UN,0.4629629629629629,1.8518518518518516,60.64814814814815,0.25,remember use target be stay lose do
Aar,Shabaab,1.7857142857142856,1.7857142857142856,53.57142857142857,1.0,have expect come arrive
Aar,Mogadiscio,1.7857142857142856,1.7857142857142856,53.57142857142857,1.0,have expect come arrive
Shabaab,Mogadiscio,1.7857142857142856,1.7857142857142856,53.57142857142857,1.0,have expect come arrive
Keith,UN,2.1739130434782608,2.1739130434782608,43.47826086956522,1.0,be want call
Aar,Keith,0.0,1.4705882352941175,51.470588235294116,0.0,do bother ask do volunteer
Aar,Keith,1.1363636363636365,4.545454545454546,57.95454545454546,0.25,ring be seize phone
Aar,Keith,1.1363636363636365,4.545454545454546,57.95454545454546,0.25,ring be seize phone
Aar,Dahaba,1.1363636363636365,4.545454545454546,57.95454545454546,0.25,ring be seize phone
Aar,Salif,1.1363636363636365,4.545454545454546,57.95454545454546,0.25,ring be seize phone
Keith,Dahaba,1.1363636363636365,4.545454545454546,57.95454545454546,0.25,ring be seize phone
