NAME 1,NAME 2,% POS,% NEG,% NEUTRAL,POS:NEG,VERBS
David,Christine,4.0,0.0,56.00000000000001,INF,shuffle rejoin stand chat
David,Mike,4.0,0.0,56.00000000000001,INF,shuffle rejoin stand chat
David,Mike,4.0,0.0,56.00000000000001,INF,shuffle rejoin stand chat
Christine,Mike,4.0,0.0,56.00000000000001,INF,shuffle rejoin stand chat
Christine,Mike,4.0,0.0,56.00000000000001,INF,shuffle rejoin stand chat
David,Christine,0.0,3.3333333333333335,56.666666666666664,0.0,glance
David,Mike,6.25,2.083333333333333,55.952380952380956,3.0,smile be celebrate be be marry have
David,Mike,6.25,2.083333333333333,55.952380952380956,3.0,smile be celebrate be be marry have
David,Mike,6.25,2.083333333333333,55.952380952380956,3.0,smile be celebrate be be marry have
David,Mike,6.25,2.083333333333333,55.952380952380956,3.0,smile be celebrate be be marry have
David,Mike,0.0,1.25,58.75,0.0,take nudge send
David,Mike,0.0,1.25,58.75,0.0,take nudge send
Sean,Mike,0.0,0.0,50.0,INF,come say raise
Sean,Avogadro,0.0,0.0,38.46153846153847,INF,be
Avogadro,Kenneth,0.3787878787878788,1.893939393939394,64.39393939393939,0.2,design cofound continue write help lead
Avogadro,Kenneth,0.3787878787878788,1.893939393939394,64.39393939393939,0.2,design cofound continue write help lead
David,Mike,0.0,0.0,30.76923076923077,INF,
David,Christine,0.0,0.0,30.76923076923077,INF,
Mike,Christine,0.0,0.0,30.76923076923077,INF,
Sean,David,0.9615384615384616,0.0,52.88461538461539,INF,clasp shake
Sean,Christine,0.9615384615384616,0.0,52.88461538461539,INF,clasp shake
Sean,Mike,0.9615384615384616,0.0,52.88461538461539,INF,clasp shake
David,Christine,0.9615384615384616,0.0,52.88461538461539,INF,clasp shake
David,Mike,0.9615384615384616,0.0,52.88461538461539,INF,clasp shake
Christine,Mike,0.9615384615384616,0.0,52.88461538461539,INF,clasp shake
Mike,David,0.0,0.0,57.14285714285714,INF,turn smile
Sean,David,3.571428571428571,7.142857142857142,53.57142857142857,0.5,make expect solve
Sean,David,3.571428571428571,7.142857142857142,53.57142857142857,0.5,make expect solve
Sean,Christine,0.0,0.0,20.0,INF,turn
David,Sean,4.6875,2.34375,55.46875,2.0,tune fume
Sean,Christine,5.5,1.5,56.99999999999999,3.6666666666666665,chat say notice want talk
Sean,Christine,5.5,1.5,56.99999999999999,3.6666666666666665,chat say notice want talk
Christine,Sean,5.5,1.5,56.99999999999999,3.6666666666666665,chat say notice want talk
Christine,Sean,5.5,1.5,56.99999999999999,3.6666666666666665,chat say notice want talk
Christine,Sean,5.5,1.5,56.99999999999999,3.6666666666666665,chat say notice want talk
Christine,Sean,5.5,1.5,56.99999999999999,3.6666666666666665,chat say notice want talk
Sean,David,0.0,0.0,55.55555555555556,INF,leave turn
Sean,Mike,0.0,0.0,55.55555555555556,INF,leave turn
David,Mike,0.0,0.0,55.55555555555556,INF,leave turn
Christine,David,6.25,0.0,56.25,INF,put
Christine,David,3.8461538461538463,2.403846153846154,62.980769230769226,1.6,be do change
Christine,Gary,3.8461538461538463,2.403846153846154,62.980769230769226,1.6,be do change
David,Gary,3.8461538461538463,2.403846153846154,62.980769230769226,1.6,be do change
David,Sean,2.6785714285714284,0.8928571428571428,60.71428571428571,3.0,realize need compute go give
David,Sean,2.6785714285714284,0.8928571428571428,60.71428571428571,3.0,realize need compute go give
Sean,David,2.6785714285714284,0.8928571428571428,60.71428571428571,3.0,realize need compute go give
Gary,Sean,5.0,3.125,51.87500000000001,1.6,have resent argue compromise
Sean,David,0.0,2.6515151515151514,54.92424242424242,0.0,remain take take
Sean,David,0.0,2.6515151515151514,54.92424242424242,0.0,remain take take
Sean,David,0.0,2.6515151515151514,54.92424242424242,0.0,remain take take
Sean,David,0.0,2.6515151515151514,54.92424242424242,0.0,remain take take
Sean,David,0.0,2.6515151515151514,54.92424242424242,0.0,remain take take
Sean,David,0.0,2.6515151515151514,54.92424242424242,0.0,remain take take
